,child,session,trial_num,trial_type,stim_type,confidence,iCatcher_on(s),iCatcher_off(s),t_spent_off_at_trial_end,parentEnded
0,4RRFXQ,,1,fam,barrier-jump,0.9338968688323588,59.631,0.191,0.0,False
1,4RRFXQ,,2,fam,barrier-jump,0.9498368107806822,44.704,2.847,2.912,True
2,4RRFXQ,,3,fam,barrier-jump,0.9234095311233984,51.756,7.105,0.096,False
3,4RRFXQ,,4,fam,barrier-jump,0.9114231696615668,31.873,3.405,3.44,True
4,4RRFXQ,,5,fam,barrier-jump,0.8761931628429244,13.301,2.417,2.545,True
5,4RRFXQ,,6,fam,barrier-jump,0.9331707851444674,42.031,7.344,3.296,True
6,4RRFXQ,,7,testA,barrier-jump,0.9234099022514312,52.177,3.694,3.327,True
7,4RRFXQ,,8,testB,barrier-jump,0.9167737207756746,9.484,4.458,1.936,True
8,4RRFXQ,,9,testA,barrier-jump,0.9478462612353308,5.711,3.393,3.519,True
9,4RRFXQ,,10,testB,barrier-jump,0.9255279343052688,7.325,3.088,3.153,True
10,5SVSMJ,,1,fam,barrier-jump,0.8129123984442816,59.986,0.0,0.0,False
11,5SVSMJ,,2,fam,barrier-jump,0.7633995311127768,59.984,0.0,0.0,False
12,5SVSMJ,,3,fam,barrier-jump,0.7713915349007744,58.003,1.344,0.0,False
13,5SVSMJ,,4,fam,barrier-jump,0.836544668499557,58.368,0.271,0.0,False
14,5SVSMJ,,5,fam,barrier-jump,0.7793584563515403,25.104,26.292,2.944,False
15,5SVSMJ,,6,fam,barrier-jump,0.7513863401431026,14.078,28.447,1.744,True
16,5SVSMJ,,7,testA,barrier-jump,0.9175989972917658,4.945,1.871,2.143,True
17,5SVSMJ,,8,testB,barrier-jump,0.972536848272596,4.544,0.656,0.928,True
18,5SVSMJ,,9,testA,barrier-jump,0.6915552572770552,5.6,24.846,3.871,True
19,5SVSMJ,,10,testB,barrier-jump,0.6717066209293107,11.632,16.817,4.143,True
20,ASKHGL,,1,fam,barrier-jump,0.9258651884634104,57.831,2.061,0.0,False
21,ASKHGL,,2,fam,barrier-jump,0.8947212954143141,56.694,2.179,0.0,False
22,ASKHGL,,3,fam,barrier-jump,0.8788292178107747,51.287,7.832,0.942,False
23,ASKHGL,,4,fam,barrier-jump,0.9168733269712072,53.563,5.889,0.0,False
24,ASKHGL,,5,fam,barrier-jump,0.879758874411,56.006,3.479,0.0,False
25,ASKHGL,,6,fam,barrier-jump,0.8992248748804574,50.149,8.488,2.028,False
26,ASKHGL,,7,testB,barrier-jump,0.8798365193700034,10.415,4.123,3.817,True
27,ASKHGL,,8,testA,barrier-jump,0.921965079648154,5.771,5.161,4.028,True
28,ASKHGL,,9,testB,barrier-jump,0.8910046063357988,44.17,10.494,4.018,True
29,ASKHGL,,10,testA,barrier-jump,0.8440671656173089,5.68,6.898,4.015,True
30,B4PKYH,,1,fam,barrier-jump,0.9238520758226514,44.826,13.199,0.839,False
31,B4PKYH,,2,fam,barrier-jump,0.85341102173675,7.222,6.431,3.538,True
32,B4PKYH,,3,fam,barrier-jump,0.9134754701050354,20.347,4.93,3.105,True
33,B4PKYH,,4,fam,barrier-jump,0.933342962863886,34.85,5.261,3.369,True
34,B4PKYH,,5,fam,barrier-jump,0.9398053639330144,11.357,3.401,3.465,True
35,B4PKYH,,6,fam,barrier-jump,0.9207026401780686,5.202,2.969,3.097,True
36,B4PKYH,,7,testA,barrier-jump,0.8571123192086816,1.933,2.537,2.708,True
37,B4PKYH,,8,testB,barrier-jump,0.9703522475266998,5.762,3.482,1.937,True
38,B4PKYH,,9,testA,barrier-jump,0.931980214525606,7.104,2.898,2.962,True
39,B4PKYH,,10,testB,barrier-jump,0.8908859291609298,9.29,3.437,2.127,True
40,BUFC2D,,1,fam,barrier-jump,0.950065344677005,18.665,8.698,4.015,True
41,BUFC2D,,2,fam,barrier-jump,0.9545640783451672,15.632,7.398,3.293,True
42,BUFC2D,,3,fam,barrier-jump,0.9866152359889104,20.815,6.801,4.01,True
43,BUFC2D,,4,fam,barrier-jump,0.9684083070237036,51.502,6.321,1.868,False
44,BUFC2D,,5,fam,barrier-jump,0.9336623786869696,33.335,21.415,2.5,True
45,BUFC2D,,6,fam,barrier-jump,0.935548831793395,8.536,5.426,3.694,True
46,BUFC2D,,7,testA,barrier-jump,0.8952990270596235,23.812,18.118,3.992,True
47,BUFC2D,,8,testB,barrier-jump,0.8416118110929217,5.682,8.485,3.961,True
48,BUFC2D,,9,testA,barrier-jump,0.8208550533946649,9.825,13.94,3.89,True
49,BUFC2D,,10,testB,barrier-jump,0.9276296835679274,2.047,7.943,3.978,True
50,cDLXH2,,1,fam,barrier-jump,0.920541259200052,58.892,0.858,0.862,False
51,cDLXH2,,2,fam,barrier-jump,0.9072810374728004,23.348,1.167,0.963,True
52,cDLXH2,,3,fam,barrier-jump,0.8744117810466225,27.267,8.588,2.251,True
53,cDLXH2,,4,fam,barrier-jump,0.9032621146158408,21.35,1.236,0.665,False
54,DETK4R,,1,fam,barrier-jump,0.890096465007561,56.139,1.113,0.0,False
55,DETK4R,,2,fam,barrier-jump,0.8847309152575304,45.466,9.302,1.696,False
56,DETK4R,,3,fam,barrier-jump,0.8793194897305942,32.171,23.309,0.9,False
57,DETK4R,,4,fam,barrier-jump,0.8889975010910455,17.509,5.633,1.835,True
58,DETK4R,,5,fam,barrier-jump,0.8817129218950868,12.779,5.528,1.397,True
59,DETK4R,,6,fam,barrier-jump,0.8715577206385681,20.575,2.36,1.013,True
60,DETK4R,,7,testA,barrier-jump,0.9362995749711992,48.016,6.895,3.51,True
61,DETK4R,,8,testB,barrier-jump,0.7929412562822559,6.305,1.906,1.274,True
62,DETK4R,,9,testA,barrier-jump,0.8397436794245018,10.841,3.326,2.47,True
63,DETK4R,,10,testB,barrier-jump,0.8140421501347717,4.255,2.449,2.757,True
64,dKcS7S,,1,fam,barrier-jump,0.8018402380614795,58.175,0.881,0.0,False
65,dKcS7S,,2,fam,barrier-jump,0.8081387846481682,58.752,0.96,0.0,False
66,dKcS7S,,3,fam,barrier-jump,0.8336411785984796,51.6,6.626,0.928,False
67,dKcS7S,,4,fam,barrier-jump,0.8546174014282678,52.335,6.736,0.0,False
68,dKcS7S,,5,fam,barrier-jump,0.8527730819480173,35.455,12.559,3.665,True
69,dKcS7S,,6,fam,barrier-jump,0.8202124492611204,14.478,7.264,4.016,True
70,dKcS7S,,7,testA,barrier-jump,0.8417039951337197,13.408,10.191,2.797,True
71,dKcS7S,,8,testB,barrier-jump,0.725461981768878,4.217,11.169,3.92,True
72,dKcS7S,,9,testA,barrier-jump,0.8902469967005603,12.096,10.001,4.032,True
73,dKcS7S,,10,testB,barrier-jump,0.9085485835870108,10.335,8.623,4.047,True
74,dKUKK6,,1,fam,barrier-jump,0.8988250281212394,16.565,6.834,3.71,True
75,dKUKK6,,2,fam,barrier-jump,0.8799615202458719,52.522,6.543,0.871,False
76,dKUKK6,,3,fam,barrier-jump,0.8662822899031575,35.447,16.499,3.577,True
77,dKUKK6,,4,fam,barrier-jump,0.8567243737771231,17.091,8.274,3.772,True
78,dKUKK6,,5,fam,barrier-jump,0.8616718780426752,6.447,6.569,4.004,True
79,dKUKK6,,6,fam,barrier-jump,0.8887380631798405,7.694,4.999,4.012,True
80,dKUKK6,,7,testB,barrier-jump,0.8087138286771228,7.341,5.311,3.767,True
81,dKUKK6,,8,testA,barrier-jump,0.8398545037968494,9.044,5.413,3.509,True
82,dKUKK6,,9,testB,barrier-jump,0.8432541319975269,16.409,5.287,1.972,True
83,dKUKK6,,10,testA,barrier-jump,0.8246656792205677,7.384,4.778,2.101,True
84,EPUd7G,,1,fam,barrier-jump,0.759111766387587,17.119,2.4,2.095,True
85,EPUd7G,,2,fam,barrier-jump,0.877777858747272,19.041,3.569,0.513,True
86,EPUd7G,,3,fam,barrier-jump,0.8611801737030296,60.018,0.0,0.0,False
87,EPUd7G,,4,fam,barrier-jump,0.9033956072423668,58.514,0.864,0.367,False
88,EPUd7G,,5,fam,barrier-jump,0.8854669582060709,58.275,0.863,0.0,False
89,EPUd7G,,6,fam,barrier-jump,0.9204485841151188,59.585,0.289,0.0,False
90,EPUd7G,,7,testA,barrier-jump,0.910835093870601,47.872,1.919,0.975,True
91,EPUd7G,,8,testB,barrier-jump,0.8749565280877151,3.04,4.862,3.663,True
92,EPUd7G,,9,testA,barrier-jump,0.9400012765583818,12.672,2.849,2.432,True
93,EPUd7G,,10,testB,barrier-jump,0.8971870033144951,16.672,1.744,0.305,True
94,JA6CUc,,1,fam,barrier-jump,0.8903798301552617,2.8,6.59,3.522,True
95,JA6CUc,,2,fam,barrier-jump,0.8543826496812719,5.485,2.323,0.387,True
96,JA6CUc,,3,fam,barrier-jump,0.9425385039299726,13.265,7.873,4.048,True
97,JA6CUc,,4,fam,barrier-jump,0.8798920086451939,0.207,5.136,4.015,True
98,JA6CUc,,5,fam,barrier-jump,0.9423823559168472,3.358,3.171,2.321,True
99,JA6CUc,,6,fam,barrier-jump,0.9093701594819624,7.937,5.327,3.761,True
100,JA6CUc,,7,testB,barrier-jump,0.8699240560884829,4.418,4.237,3.361,True
101,JA6CUc,,8,testA,barrier-jump,0.9860649065273565,2.736,2.831,2.895,True
102,JA6CUc,,9,testB,barrier-jump,0.9027875740449508,2.812,1.937,2.131,True
103,JA6CUc,,10,testA,barrier-jump,0.9134514005603016,2.351,6.628,3.024,True
104,K524MN,,1,fam,barrier-jump,0.9487733426885526,60.016,0.0,0.0,False
105,K524MN,,2,fam,barrier-jump,0.9507286706040248,60.022,0.0,0.0,False
106,K524MN,,3,fam,barrier-jump,0.9242216909373248,59.997,0.0,0.0,False
107,K524MN,,4,fam,barrier-jump,0.930801485183174,57.605,0.501,0.0,False
108,K524MN,,5,fam,barrier-jump,0.9593314238922382,60.025,0.0,0.0,False
109,K524MN,,6,fam,barrier-jump,0.9457730349615544,59.992,0.0,0.0,False
110,K524MN,,7,testB,barrier-jump,0.935179938526519,58.741,0.798,0.0,False
111,K524MN,,8,testA,barrier-jump,0.9196541957067748,57.494,0.928,0.0,False
112,K524MN,,9,testB,barrier-jump,0.9270562112439176,59.969,0.0,0.0,False
113,K524MN,,10,testA,barrier-jump,0.913002738453421,57.89,1.247,0.0,False
114,KEFCC4,,1,fam,barrier-jump,0.9298280085898222,59.855,0.034,0.0,False
115,KEFCC4,,2,fam,barrier-jump,0.8821008884012154,54.451,4.25,2.559,False
116,KEFCC4,,3,fam,barrier-jump,0.8659460403069764,55.392,3.227,0.541,False
117,KEFCC4,,4,fam,barrier-jump,0.8035775136489135,22.604,20.46,4.016,True
118,KEFCC4,,5,fam,barrier-jump,0.8511021528517041,24.394,7.205,3.582,True
119,KEFCC4,,6,fam,barrier-jump,0.7740297288562995,11.708,10.878,1.838,True
120,KEFCC4,,7,testA,barrier-jump,0.8197332515868077,25.157,13.365,4.016,True
121,KEFCC4,,8,testB,barrier-jump,0.8324643417779984,12.896,10.758,2.706,True
122,KEFCC4,,9,testA,barrier-jump,0.7922541307190717,12.673,12.287,3.518,True
123,KEFCC4,,10,testB,barrier-jump,0.7728555559250838,30.195,19.189,3.341,True
124,KNRZ66,,1,fam,barrier-jump,0.8888965973052485,37.322,19.256,2.154,False
125,KNRZ66,,2,fam,barrier-jump,0.918000387263212,27.136,12.819,2.942,True
126,KNRZ66,,3,fam,barrier-jump,0.8816091976846967,33.876,17.793,3.758,True
127,KNRZ66,,4,fam,barrier-jump,0.885586614944996,44.861,13.07,2.476,False
128,KNRZ66,,5,fam,barrier-jump,0.907224809694158,35.524,17.28,3.77,True
129,KNRZ66,,6,fam,barrier-jump,0.9180098770062128,4.751,7.849,4.011,True
130,KNRZ66,,7,testA,barrier-jump,0.8531526065928675,13.904,11.583,1.912,False
131,KNRZ66,,8,testA,barrier-jump-repeat-1,0.8206654700780669,19.261,18.749,3.648,True
132,KNRZ66,,9,testB,barrier-jump,0.9236925070917148,9.266,12.246,4.014,True
133,KNRZ66,,10,testA,barrier-jump,0.9445477979523796,6.706,8.854,4.02,True
134,KNRZ66,,11,testB,barrier-jump,0.849770125761554,13.405,8.822,4.003,True
135,LQcEUF,,1,fam,barrier-jump,0.9779997532575886,53.616,5.221,0.0,False
136,LQcEUF,,2,fam,barrier-jump,0.9566191881895064,59.123,0.577,0.0,False
137,LQcEUF,,3,fam,barrier-jump,0.9300432262225968,55.794,2.971,0.0,False
138,LQcEUF,,4,fam,barrier-jump,0.9487322971607344,53.21,5.684,0.095,False
139,LQcEUF,,5,fam,barrier-jump,0.9187969416560549,55.111,4.115,0.561,False
140,LQcEUF,,6,fam,barrier-jump,0.9516239246882704,56.712,2.944,0.673,False
141,LQcEUF,,7,testA,barrier-jump,0.910161766248156,20.923,12.924,0.437,True
142,LQcEUF,,8,testB,barrier-jump,0.8942839472170866,53.174,4.999,0.0,False
143,LQcEUF,,9,testA,barrier-jump,0.9008996735352736,53.882,4.794,0.609,False
144,LQcEUF,,10,testB,barrier-jump,0.9076833053484542,58.225,0.778,0.0,False
145,P37YTZ,,1,fam,barrier-jump,0.8822661782555308,49.378,9.469,1.725,False
146,P37YTZ,,2,fam,barrier-jump,0.913941398707634,47.813,10.823,2.226,False
147,P37YTZ,,3,fam,barrier-jump,0.8726132757128766,42.744,15.856,0.495,False
148,P37YTZ,,4,fam,barrier-jump,0.8904937698430306,49.218,9.577,3.361,False
149,P37YTZ,,5,fam,barrier-jump,0.9030481144584124,51.276,6.948,3.459,False
150,P37YTZ,,6,fam,barrier-jump,0.8835983341499682,40.394,16.8,3.023,False
151,P37YTZ,,7,testB,barrier-jump,0.8714928642523776,41.185,16.537,0.592,False
152,P37YTZ,,8,testA,barrier-jump,0.8773861802331934,50.274,6.918,0.696,False
153,P37YTZ,,9,testB,barrier-jump,0.8668490271568299,12.24,1.226,0.62,True
154,P37YTZ,,10,testA,barrier-jump,0.8648701016161893,44.826,9.876,0.396,False
155,PG5HNX,,1,fam,barrier-jump,0.8531449864495475,5.008,27.493,4.006,True
156,PG5HNX,,2,fam,barrier-jump,0.8148065196431201,3.955,47.348,4.006,True
157,PG5HNX,,3,fam,barrier-jump,0.7243766561150551,2.718,44.243,3.498,True
158,PG5HNX,,4,fam,barrier-jump,0.598605579800076,0.335,17.749,4.009,True
159,PG5HNX,,5,fam,barrier-jump,0.6999132439147594,1.267,4.879,3.577,True
160,PG5HNX,,6,fam,barrier-jump,0.8179436649594988,0.921,1.868,2.095,True
